SKU,Disponibilidade,Preço de,Preço à vista no Pix,Parcelamento no cartão,Processador,Cooler,Placa Mãe,Memória,Armazenamento,Placa de Vídeo,Fonte,Gabinete,Cabo de Vídeo,Cabo de Força,Monitor,Kit Periféricos
SKU: PCM-Pichau-Gamer-45194,PRODUTO INDISPONÍVEL,8567.14,"R$ 5.408,99","em até 12x de R$ 530,29","1 x Processador AMD Ryzen 7 7700X, 8-Core, 16-Threads, 4.5GHz (5.4GHz Turbo), Cache 40MB, AM5, 100-100000591WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B650 Aorus Elite AX V2, WiFi, DDR5, Socket AMD AM5, ATX, Chipset AMD B650, B650-A-ELITE-AX-V2","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video XFX Radeon RX 7600 Speedster SWFT210, 8GB, GDDR6, 128-bit, RX-76PSWFTFY","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer CV500L, Mid Tower, Lateral De Vidro, Branco, MCR-CV500L-WH","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-45970,PRODUTO INDISPONÍVEL,11260.21,"R$ 7.314,90","em até 12x de R$ 717,15","1 x Processador AMD Ryzen 7 5700X3D, 8-Core, 16-Threads, 3.0GHz (4.1GHz Turbo), Cache 100MB, AM4, 100-000001503-OEM","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Branco, MCR-MTC240-WH01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte GeForce RTX 4070 Windforce 2X V2 OC, 12GB, GDDR6, 192-bit, GV-N4070WF2OCV2-12GD","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV550, Mid-Tower, Lateral de Vidro, Branco, MCR-CV550-WH","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-ASUS-46050,PRODUTO INDISPONÍVEL,5451.56,"R$ 3.408,64","em até 12x de R$ 334,18","1 x Processador AMD Ryzen 5 5500, 6-Core, 12-Threads, 3.6GHz (4.2GHz Turbo), Cache 19MB, AM4, 100-000000457-OEM","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Asus PRIME A520M-A II, DDR4, Socket AM4, Chipset AMD A520, PRIME-A520M-A-II","2 x Memoria Team Group T-Force Vulcan Z, 8GB (1x8GB), DDR4, 3200MHz, C16, Cinza, TLZGD48G3200HC16F01","1 x SSD Mancer GC480, 480GB, 2.5, Sata III 6GB/s, Leitura 540MB/s, Gravacao 490MB/s, MCR-GC480-BK01","1 x Placa de Video Mancer GeForce RTX 2060 Super Heimdall, 8GB, GDDR6, 256-bit, MCR-RTX2060SUPER-HDLLV4","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK-OEM","1 x Gabinete Gamer Acegeek Diamond R339, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, AG-DIAMOND-R339-BK-I3F","1 x Cabo HDMI Pichau, 1.8m, Preto, PG-HDTV-BL01","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-ASUS-46077,PRODUTO INDISPONÍVEL,2964.77,"R$ 1.840,42","em até 12x de R$ 180,43","1 x Processador AMD Ryzen 5 5600X, 6-Core, 12-Threads, 3.7GHz (4.6GHz Turbo), Cache 35MB, AM4, 100-100000065BOX","1 x Placa Mae Asus PRIME B550-PLUS, DDR4, Socket AMD AM4, ATX, Chipset AMD B550, PRIME-B550-PLUS","2 x Memoria Mancer Astrion, 8GB (1x8GB), DDR4, 3200MHz, C19, Preto, MCR-ASTN-8GB","1 x SSD Lexar NM620, 512GB, M.2 2280, PCIe NVMe, Leitura 3500 MB/s, Gravacao 2400 MB/s, LNM620X512G-RNNNU","1 x Placa de Video Asus GeForce RTX 4060 Atlas Shark V2 OC Edition, 8GB, GDDR6, 128-bit, ATS-RTX4060-O8G-V2-GAMING","1 x Fonte Mancer Thunder 500W Bronze 80 Plus, MCR-THR500-BL01","1 x Gabinete Gamer Pichau Apus RGB, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-RGB01","1 x Cabo HDMI Pichau, 1.8m, Preto, PG-HDTV-BL01","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-49038,PRODUTO INDISPONÍVEL,7848.0,"R$ 5.098,94","em até 12x de R$ 499,90","1 x Processador AMD Ryzen 7 8700F, 8-Cores, 16-Threads, 4.1GHz (5.0GHz Turbo), Cache 16MB, AM5, 100-100001590-OEM-P","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae MSI Pro A620M-E, DDR5, Socket AMD AM5, M-ATX, Chipset AMD A620, PRO-A620M-E","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video MSI GeForce RTX 4060 Ventus 2X Black OC, 8GB, GDDR6, 128-bit, 912-V516-209","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Pichau Apus RGB, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-51351,PRODUTO INDISPONÍVEL,6145.15,"R$ 4.394,97","em até 12x de R$ 430,88","1 x Processador AMD Ryzen 7 5800X, 8-Core, 16-Threads, 3.8GHz (4.7GHz Turbo), Cache 36MB, AM4, 100-100000063WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Kingston Fury Beast, RGB, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, KF432C16BB12A/16","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video XFX Radeon RX 6750 XT Speedster Qick319, 12GB, GDDR6, 192-bit, RX-675XYJFDP","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV550, Mid-Tower, Lateral de Vidro, Preto, MCR-CV550-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-32404,PRODUTO INDISPONÍVEL,1519.8,"R$ 1.055,81","em até 12x de R$ 103,51","1 x Processador AMD Ryzen 5 4600G, 6-Core, 12-Threads, 3.7GHz (4.2GHz Turbo), Cache 11MB, AM4, 100-100000147BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32403,PRODUTO INDISPONÍVEL,1493.5,"R$ 1.010,35","em até 12x de R$ 99,05","1 x Processador AMD Ryzen 5 4600G, 6-Core, 12-Threads, 3.7GHz (4.2GHz Turbo), Cache 11MB, AM4, 100-100000147BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32397,PRODUTO INDISPONÍVEL,2330.89,"R$ 1.461,83","em até 12x de R$ 143,32","1 x Processador AMD Ryzen 5 4500, 6-Core, 12-Threads, 3.6GHz (4.1GHz Turbo), Cache 11MB, AM4, 100-100000644BOX","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Placa de Video Mancer GTX 1060, 3GB, GDDR5, 192-bit, MCR-GTX10603GB-V2","1 x Fonte Aigo Darkflash Storm S500, 500W, 80 Plus White, DF-STORM-S500","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-32379,PRODUTO INDISPONÍVEL,2103.59,"R$ 1.313,76","em até 12x de R$ 128,80","1 x Processador AMD Ryzen 3 4100, 4-Core, 8-Threads, 3.8GHz (4.0GHz Turbo), Cache 6MB, AM4, 100-100000510BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Placa de Video Mancer GTX 1060, 3GB, GDDR5, 192-bit, MCR-GTX10603GB-V2","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: Pichau-PC-Gamer-32326,PRODUTO INDISPONÍVEL,1343.68,"R$ 1.142,13","em até 12x de R$ 111,97","1 x Processador AMD Ryzen 5 4600G, 6-Core, 12-Threads, 3.7GHz (4.2GHz Turbo), Cache 11MB, AM4, 100-100000147BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32216,PRODUTO INDISPONÍVEL,4252.8,"R$ 2.577,77","em até 12x de R$ 252,72","1 x Processador Intel Core i5-11400F, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400F-TRAY","1 x Cooler para Processador TGT A26, 90mm, Preto, TGT-A26-BK01","1 x Placa Mae ASRock H510M-HVS R2.0, DDR4, Socket LGA1200, M-ATX, Chipset Intel H510, H510M-HVS-R2.0","1 x Memoria Mancer Banshee, 8GB (1x8GB), DDR4, 3200MHz, C16, MCR-BSH8-3200","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video Mancer RTX 2060 Heimdall, 6GB, GDDR6, 192-bit, MCR-RTX2060-HDLLV2","1 x Fonte Mancer Thunder 500W Bronze 80 Plus, MCR-THR500-BL01","1 x Gabinete Gamer Pichau Apus White, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Branco, PG-APS-WHT01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Pichau-32212,PRODUTO INDISPONÍVEL,1996.8,"R$ 1.309,05","em até 12x de R$ 128,34","1 x Processador Intel Core i5-11400F, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400F-TRAY","1 x Cooler para Processador TGT A26, 90mm, Preto, TGT-A26-BK01","1 x Placa Mae ASRock H510M-HVS R2.0, DDR4, Socket LGA1200, M-ATX, Chipset Intel H510, H510M-HVS-R2.0","1 x Memoria Mancer Banshee, 8GB (1x8GB), DDR4, 3200MHz, C16, MCR-BSH8-3200","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video Mancer GeForce GTX 1060, 6GB, GDDR5, 192-bit, MCR-GTX10606GB-V3","1 x Fonte Mancer Thunder 500W Bronze 80 Plus, MCR-THR500-BL01","1 x Gabinete Gamer Acegeek Diamond R339, Rainbow, Mid-Tower, Lateral de Vidro, Com 4 Fans, Branco, AG-DIAMOND-R339-WH-I4F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32202,PRODUTO INDISPONÍVEL,1972.8,"R$ 1.288,12","em até 12x de R$ 126,29","1 x Processador Intel Core i5-11400F, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400F-TRAY","1 x Cooler para Processador TGT A26, 90mm, Preto, TGT-A26-BK01","1 x Placa Mae ASRock H510M-HVS R2.0, DDR4, Socket LGA1200, M-ATX, Chipset Intel H510, H510M-HVS-R2.0","1 x Memoria Mancer Banshee, 8GB (1x8GB), DDR4, 3200MHz, C16, MCR-BSH8-3200","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video Mancer GTX 1660 Super Heimdall, 6GB, GDDR6, 192-bit, MCR-GTX1660S-HDLLV2","1 x Fonte Mancer Thunder 500W Bronze 80 Plus, MCR-THR500-BL01","1 x Gabinete Gamer Pichau Apus Black, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-BLK01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32187,PRODUTO INDISPONÍVEL,1924.8,"R$ 1.244,98","em até 12x de R$ 122,06","1 x Processador Intel Core i5-11400F, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400F-TRAY","1 x Cooler para Processador TGT A26, 90mm, Preto, TGT-A26-BK01","1 x Placa Mae ASRock H510M-HVS R2.0, DDR4, Socket LGA1200, M-ATX, Chipset Intel H510, H510M-HVS-R2.0","1 x Memoria Mancer Banshee, 8GB (1x8GB), DDR4, 3200MHz, C16, MCR-BSH8-3200","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video MSI GeForce GTX 1650 Ventus XS OCV3, 4GB, GDDR6, 128-bit, 912-V812-003","1 x Fonte Mancer Thunder 500W Bronze 80 Plus, MCR-THR500-BL01","1 x Gabinete Gamer Aigo DarkFlash DK100, Mid-Tower, Lateral de Vidro, Preto, DK100-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32182,PRODUTO INDISPONÍVEL,2632.81,"R$ 1.877,90","em até 12x de R$ 184,11","1 x Processador Intel Core i5-11400F, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400F-TRAY","1 x Cooler para Processador TGT A26, 90mm, Preto, TGT-A26-BK01","1 x Placa Mae Mancer H510M-DX, DDR4, LGA 1200, M-ATX, Chipset Intel H510, MCR-H510M-DX","1 x Memoria Mancer Banshee, 8GB (1x8GB), DDR4, 3200MHz, C16, MCR-BSH8-3200","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video Mancer Radeon RX 550, 4GB, GDDR5, 128-bit, MCR-RX550-4GBV3","1 x Fonte TGT Havoc, 500W, 80 Plus White, TGT-HV500-BK01","1 x Gabinete Gamer Acegeek Aviator, Mini-Tower, Lateral de Acrilico, Com 2 Fans, Preto, AG-AVIATOR-BK-I2F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-32130,PRODUTO INDISPONÍVEL,1694.75,"R$ 1.092,24","em até 12x de R$ 107,08","1 x Processador Intel Core i5-11400, 6-Core, 12-Threads, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA1200, BX8070811400","1 x Placa Mae Mancer H510M-DXSC, DDR4, LGA1200, M-ATX, Chipset Intel H510, MCR-H510M-DXSC","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Fonte Aigo Darkflash Storm S500, 500W, 80 Plus White, DF-STORM-S500","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-31946,PRODUTO INDISPONÍVEL,4738.32,"R$ 4.027,57","em até 12x de R$ 394,86","1 x Processador Intel Core i5-12400F, 6-Core, 12-Threads, 2.5GHz (4.4GHz Turbo), Cache 18MB, LGA1700, I5-12400F-TRAY","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Pichau Alphard H610M-TSC, DDR4, LGA1700, M-ATX, Chipset Intel H610, PCH-ALPH610M-TSC","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video PcYes GeForce GTX 1650 4GB GDDR6 192-bit, PA1650412820DR6","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-31945,PRODUTO INDISPONÍVEL,4530.09,"R$ 2.984,47","em até 12x de R$ 292,59","1 x Processador Intel Core i5-12400F, 6-Core, 12-Threads, 2.5GHz (4.4GHz Turbo), Cache 18MB, LGA1700, I5-12400F-TRAY","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Pichau Alphard H610M-TSC, DDR4, LGA1700, M-ATX, Chipset Intel H610, PCH-ALPH610M-TSC","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Placa de Video PcYes GeForce GTX 1650 4GB GDDR6 192-bit, PA1650412820DR6","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-31842,PRODUTO INDISPONÍVEL,1239.8,"R$ 831,88","em até 12x de R$ 81,56","1 x Processador Intel Core i5-3470, 4-Core, 4-Threads, 3.2Ghz (3.6GHz Turbo), Cache 6MB, LGA1155, I5-3470-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H61-TSC, DDR3, LGA1155, M-ATX, Chipset Intel H61, TGT-H61-TSC","1 x Memoria Best Memory, 8GB (1x8GB), DDR3, 1600MHz, CL11, Preta, BT-D3-8G1600V-OEM","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Placa de Video Mancer GTX 1050 Ti, 4GB, GDDR5, 128-bit, MCR-GTX1050TI-V3","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-31685,PRODUTO INDISPONÍVEL,3588.0,"R$ 2.331,66","em até 12x de R$ 228,59","1 x Processador AMD Ryzen 5 5600, 6-Core, 12-Threads, 3.5GHz (4.4GHz Turbo), Cache 35MB, AM4, 100-100000927BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV3","1 x Memoria Team Group T-Force Vulcan Pichau, 8GB (1x8), DDR4, 3200MHz, C16, Vermelha, TLPRD48G3200HC16F01","1 x SSD Mancer Reaper RF/S, 240GB, SATA III 6GB/s, Leitura 550 MB/s, Gravacao 490 MB/s, MCR-RPRS-240","1 x Placa de Video MSI GeForce GTX 1650 Ventus XS OCV3, 4GB, GDDR6, 128-bit, 912-V812-003","1 x Fonte Aigo Darkflash Storm S500, 500W, 80 Plus White, DF-STORM-S500",1 x Gabinete Gamer Aigo DarkFlash Aquarius Mesh Lateral Acrilico Preto,"1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau 1.2m, 3 Pinos, Vermelho, PG-PWC-RD01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-31607,PRODUTO INDISPONÍVEL,4006.68,"R$ 3.405,68","em até 12x de R$ 333,89","1 x Processador AMD Ryzen 5 4500, 6-Core, 12-Threads, 3.6GHz (4.1GHz Turbo), Cache 11MB, AM4, 100-100000644BOX","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","1 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD TGT Seal ST, 240GB, Sata III 6GB/s, Leitura 500 MB/s, Gravacao 450 MB/s, TGT-SLST-240","1 x Placa de Video PcYes GeForce GTX 1650 4GB GDDR6 192-bit, PA1650412820DR6","1 x Fonte Aigo Darkflash Storm S500, 500W, 80 Plus White, DF-STORM-S500","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
